filename,raga,rmse,chroma_stft,spec_cent,spec_bw,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18
Santhamu leka Sowkyamu ledu.mp3.mp3,Sāma,0.075700335,0.30173758,1561.9331217078068,1530.6170469617039,-212.88812,130.5167,-45.856293,38.86733,1.4653379,-1.9354012,-19.7584,7.7582307,-24.309208,2.62732,-7.853582,-10.477148,0.94779783,-5.267193,-6.8994427,2.1347132,2.823312,-9.534527,-0.85559934
Sarasuda Ninne Kori.mp3.mp3,Sāvēri,0.08033546,0.32116354,1540.9097400388769,1501.260937373552,-202.86954,131.60461,-48.161896,41.609203,0.7700492,-0.5165467,-16.697016,4.5690107,-19.987675,-0.67498314,-6.699918,-9.613259,0.6557051,-6.310834,-6.7061934,1.2431514,1.8667306,-9.885832,-3.069521
Gnanamosaga Rada.mp3.mp3,Gamakakriyā,0.052811068,0.27770123,1573.7784290100342,1449.8566774145202,-269.53156,116.59467,-47.78564,25.629816,-2.7238207,-9.140933,-14.82004,-0.45027465,-19.683548,-9.503135,-7.296104,-10.725444,-2.54953,-4.9335647,-6.153923,-1.4966395,0.96395063,-6.56891,-1.3579975
Nenindal Agaadadu undo.mp3.mp3,Jōnpuri,0.07834886,0.29073247,1538.299279586511,1525.6285427909427,-211.60599,130.94139,-42.881348,40.524338,-2.780754,3.2134464,-17.959206,11.436461,-21.230503,-0.97459936,-4.4128294,-8.431529,0.24370608,-4.1059284,-4.728271,-0.42112637,2.017233,-6.304626,-0.85702926
Sri Dundurge Siva Samsaare.mp3.mp3,Śrīranjani,0.07716095,0.35345817,1034.670326206414,1034.743357236648,-237.71562,174.49657,-42.450527,21.71796,16.48663,18.70412,4.5785995,-9.061077,11.8493395,-16.23419,-6.1437397,8.201941,-9.836906,-8.983844,-5.240182,1.9108101,-6.0990005,-9.481941,0.33908865
Rithvik Raja - Madhava Mamava.mp3,Nīlāṁbari,0.011843421,0.31786445,2089.2028150709643,2212.5908566159083,-337.6304,98.58376,-18.852148,19.952888,-10.831829,6.9090137,-10.738083,-3.0821698,1.3314681,-0.9964254,-0.8265516,0.15770026,-6.9036865,4.205674,-4.1925917,-0.68203044,-0.57318413,-2.4215782,-7.1699204
Rithvik Raja - Ramachandraya Mangalam.mp3,Navrōj,0.012941787,0.35576954,1722.740524171711,1835.6437840575763,-341.94882,129.6508,-35.651573,41.141502,-17.276627,19.398989,-14.210421,8.192237,-20.105274,12.498849,-15.581465,10.197555,-1.5562128,2.5184057,-8.302227,1.5399339,-2.4245963,-5.9661193,4.2200212
Rithvik Raja - Sapasyat Kausalya.mp3,Jōnpuri,0.016841006,0.31125546,2316.436152491466,2339.438476157469,-296.00204,89.994675,-16.457928,16.10997,-8.743136,6.2582293,-11.61139,-3.0779006,-0.8160734,-1.3547373,-0.34045655,-0.5556864,-6.047977,4.3905215,-7.5728006,1.5911907,-3.7056262,-6.325148,-8.8447485
Rithvik Raja - Seetapati Namanasuna.mp3,Kamās,0.013140246,0.31110573,2200.6010091756066,2227.8819609543834,-332.47568,91.843834,-18.065563,25.505009,-10.734012,5.7369943,-6.722964,-4.7613945,-1.8557091,-2.8796692,-0.54502136,-1.5405205,-8.219905,5.789253,-1.2644639,1.5733783,-0.6161378,-5.847286,-7.412286
Rithvik Raja - Karunimpa Idi.mp3,Sahānā,0.015749188,0.3236206,2166.570432335678,2167.7071973695033,-319.87802,94.94538,-20.11406,30.14107,-15.083828,1.7186033,-4.2710657,-11.791825,-0.46706244,-3.9107296,-1.0729635,1.1662138,-11.534738,4.81622,-3.276886,-5.530786,0.81735545,-6.7367315,-6.801501
Rithvik Raja - Endaro Mahanubhavulu.mp3,Śrī,0.01472578,0.31627765,1995.4160061688713,2084.0745590621063,-335.40335,104.060905,-20.064814,30.08529,-13.460744,3.07905,-6.4653463,-11.585894,-1.2418741,-2.4039998,-2.0905666,1.8435198,-10.031705,1.7724506,-3.7825358,-5.4944153,0.99381346,-3.5041516,-10.30981
Rithvik Raja - Bhogeendra Shayinam.mp3,Kuntalavarāḷi,0.015209996,0.3138762,2163.21736346319,2240.6515883362945,-320.312,94.220856,-17.252838,21.506138,-10.3603735,4.8540673,-8.415022,-3.7700503,-1.0019829,-2.9645414,-0.8155496,-1.3381488,-7.8306594,5.530525,-2.7883995,-0.43713,-0.28200087,-5.493887,-8.1536875
Rithvik Raja - Thillana Senchurutti.mp3,Sencuruṭṭi,0.018948236,0.33379132,2259.34211013644,2292.1510723419183,-287.30722,90.60216,-18.97128,20.922838,-9.16448,1.4446833,-9.585511,-3.1651149,0.79035723,-2.65491,-1.857989,-2.8729198,-8.852132,5.2478642,-5.1933494,-1.9595985,-1.2715799,-5.807414,-8.220113
Rithvik Raja - Chintayama Kanda.mp3,Bhairavi,0.0116486,0.3036294,2065.293255626699,2123.76665113095,-356.41678,97.46739,-21.580305,27.128277,-10.263153,4.9904113,-9.082687,-7.0317264,-1.7308224,-2.3061328,0.6544066,-0.7372779,-7.028647,4.650454,-2.386553,-0.018448727,1.883242,-3.8300862,-7.766009
Rithvik Raja - Emani Migula.mp3,Tōḍi,0.0077415043,0.27286428,2167.0829914987617,2155.876067489681,-416.39337,84.2026,-21.914206,25.53714,-15.585503,2.5621402,-13.558112,-9.298752,-4.68167,-5.638192,-0.858638,-0.7575901,-5.1895766,4.96299,-2.6690416,1.7021613,3.0010047,-2.904886,-6.570334
Rithvik Raja - Saraguna Palimpa.mp3,Kēdāragauḷa,0.009372,0.31345493,2121.9308304361216,2139.7612506182318,-388.47598,89.71562,-19.820337,23.957203,-8.430818,5.626396,-11.561529,-4.596885,-2.1891549,-3.5772865,1.3342091,1.1252674,-3.4150681,4.5453954,-1.7157816,0.28418106,1.037907,-1.5467086,-5.0213428
Nadatanum Anisham.mp3.mp3,Cittaranjani,0.05247031,0.30651906,1186.5486480435088,1332.3865156499457,-294.66803,135.90091,-20.415949,25.790733,13.529633,2.9497972,-9.133868,5.6114573,-12.441722,-12.278526,-7.0208,-7.020825,0.76170707,-4.9496474,-3.106295,-7.5594873,3.8349924,-0.9882353,-6.893452
Seethamma.mp3.mp3,Vasanta,0.06309674,0.3354997,1267.5345846270222,1357.675372140206,-245.60008,145.78767,-34.268913,31.94351,2.847679,6.7366786,-8.522134,6.7691193,-14.651108,-11.087486,-10.194162,-9.008891,0.9191961,-6.155565,-3.658354,-11.052789,5.052728,-6.3154283,-8.71424
Janakipathe Jaya Karunya Jaladhe.mp3.mp3,Karaharapriya,0.051066387,0.30795476,1324.659865892959,1273.555921003647,-272.26886,131.82054,-38.787186,15.992069,5.2890177,-6.510034,-6.640033,-1.8637565,-18.24509,-13.004304,-9.613526,-9.359763,-3.104491,-6.1018777,-3.6132247,-7.5222187,1.4045073,-5.7091208,-7.9637737
Eppadi Padinaro.mp3.mp3,Karṇāṭaka dēvagāndhāri,0.06037033,0.32518044,1222.2817802069753,1326.5448419133709,-256.60913,136.88303,-25.801882,22.891588,6.7021284,3.261467,-4.145511,3.9359238,-12.376631,-12.085446,-8.97394,-8.693586,-2.8191967,-4.9087043,-3.8850818,-9.728227,3.2553422,-2.5208173,-6.166515
Manasaramathi.mp3.mp3,Sārāmati,0.042956673,0.29303855,1377.285359365646,1309.0272359767996,-288.30002,130.89688,-41.825687,18.253754,3.3032694,-9.070786,-11.202813,-2.7914102,-20.747728,-13.4737425,-10.571093,-11.528658,-2.6911933,-5.8065467,-4.126499,-9.216245,1.5900161,-6.7930703,-9.655214
Bhavamulona.mp3.mp3,Śuddadhanyāsi,0.07104724,0.3227395,1329.2662872839896,1376.3760189730099,-229.69196,142.35655,-37.828243,29.382309,3.2217774,0.23097552,-13.228012,5.2049847,-18.828066,-11.291312,-10.083151,-11.300247,-0.36055487,-8.3283615,-2.101851,-9.639237,4.6459036,-4.310838,-8.731735
Ardhanarishwaram.mp3.mp3,Kumudakriyā,0.0646847,0.30664897,1311.626495747473,1343.3052037650443,-247.73187,143.48128,-41.723198,27.619585,5.4797907,-2.210495,-14.595614,5.123172,-20.378609,-11.777816,-10.232466,-11.043399,0.5502541,-9.865097,-5.0623517,-11.713925,5.1124516,-4.329879,-10.91336
Chaitra Sairam - Shri Subramanyaya Namaste.mp3,Kāṁbhōji,0.024594449,0.27872357,1331.3554546580037,1405.5815557618705,-349.89264,115.24346,-20.391293,15.361843,2.7783577,-2.584368,-4.7495823,-3.337021,-13.524567,-6.4481134,-1.2831435,-9.008556,-8.771944,-2.6394958,0.40889537,-2.9739566,-0.18870549,-4.26749,-2.4246452
Chaitra Sairam - Mamava Pattabhi Rama.mp3,Maṇirangu,0.034329437,0.24211395,1872.2377059880564,2001.3626894533877,-308.62125,93.606415,-22.304861,19.661203,-11.355802,-8.33837,-8.424387,-13.325599,-4.2758136,-5.088209,-16.678905,2.7549672,-9.670576,-8.100647,-6.14364,-2.7299342,-1.6599561,-1.7197809,-1.2957559
Chaitra Sairam - Kamalamba Samrakshatu.mp3,Ānandabhairavi,0.023091072,0.26409182,1392.2879930850395,1470.397347499149,-362.03473,118.515175,-28.386446,23.431013,1.4644345,-1.2667636,-10.002394,-0.73084,-15.5609255,-7.244323,-2.9709523,-9.799957,-8.978544,-2.3931334,1.7879304,-4.7905054,3.3029869,-4.918787,-2.940038
Chaitra Sairam - Govardhana Girisham.mp3,Hindōḷaṁ,0.026643334,0.23548718,2020.6222422500896,1991.7163789003253,-336.58188,83.65437,-25.219477,21.902655,-14.914895,-7.380991,-10.855222,-16.407104,-7.1832275,-5.3068113,-8.069348,2.2671056,-10.510734,-7.8632646,-4.7745886,-2.697034,1.4276336,4.0932174,3.670522
Chaitra Sairam - Anandaamrutakarshini.mp3,Amṛtavarṣiṇi,0.033316627,0.28083283,1353.803488845848,1496.0827624414605,-309.72,131.00912,-28.881063,30.416729,-3.651279,5.367839,-9.697599,2.4497006,-14.321865,-6.300635,-2.7230008,-9.428747,-7.768501,-5.1930947,-0.8304878,-7.509345,2.0345984,-7.2009645,-2.6598814
Chaitra Sairam - Rakta Ganapatim.mp3,Mōhanaṁ,0.02941429,0.28361204,1331.56158785786,1436.0648838738289,-331.0604,131.5796,-31.45156,27.90769,-2.5031679,3.4373646,-10.479336,0.8989864,-16.941483,-9.252572,-2.595411,-8.649222,-7.5450997,-3.7696202,0.77609354,-5.7292466,1.8889802,-8.4460335,-3.3904653
